Rank,Artist,Weeks_on_Chart,Peak_Rank,Peak_Streams,Total_Streams,Weekly_Rank,Weekly_Streams,spotify_id,genres,popularity,followers,vector,Track_Name
129,BABYMONSTER,72,2,547758,14325023,,,1SIocsqdEefUTE6XKGUiVS,k-pop,75,6026060,"[0.9, 0.7, 0.8, 0.9, 0.6]",sheesh
131,BLACKPINK,77,1,630860,14138964,,,41MozSoPIsD1dJM0CLPjZF,k-pop,82,56449939,"[0.9, 0.6, 0.9, 0.9, 0.6]",pink venom
132,aespa,71,6,476304,14130476,,,6YVMFz59CuY7ngCxTxjpxE,k-pop,78,9897814,"[0.8, 0.4, 0.8, 0.9, 0.5]",armageddon
133,Jin,27,2,1028278,14103980,,,5vV3bFXnN6D6N3Nj4xRvaV,k-pop,80,9794840,"[0.9, 0.7, 0.6, 0.9, 0.7]",running wild
135,JJ Lin,281,76,99749,14009991,,,7Dx7RhX0mFuXhCOUgB01uM,"mandopop, c-pop, taiwanese pop",66,3944309,"[0.3, 0.2, 0.8, 0.5, 0.9]",那些你很冒險的夢
136,YOASOBI,188,57,148035,13999866,,,64tJ2EAv1R6UaZqc4iOCyj,"j-pop, anime",73,9586992,"[0.8, 0.7, 0.7, 0.9, 0.8]",群青
139,Ed Sheeran,101,4,245804,13786349,,,6eUKZXaKkcviH0Ku9w2n3V,soft pop,89,123226405,"[0.8, 0.9, 0.9, 0.9, 0.8]",shivers
140,Charlie Puth,97,1,309878,13784444,,,6VuMaDnrHyPL1p4EHjYLi7,"soft pop, pop",81,25430403,"[0.7, 0.8, 0.9, 0.9, 0.8]",le and right
141,Jay Chou,230,45,279215,13754261,,,2elBjNSdBE2Y3f0j1mjrql,"mandopop, c-pop, taiwanese pop, gufeng, cantopop, chinese r&b",74,7665782,"[0.6, 0.9, 0.8, 0.7, 0.8]",告白氣球
144,BTS,114,1,382231,13508161,,,3Nrfpe0tUJi4K4DXYWgMUX,k-pop,86,81465961,"[0.9, 0.9, 1.0, 0.9, 0.7]",dynamite
147,W.M.L,101,12,206589,13349286,,,5PeVQEj4Yr0TB9CuG83dPB,"chinese hip hop, chinese r&b, mandopop, taiwanese pop, c-pop, chinese indie",41,27378,"[0.8, 0.7, 0.4, 0.7, 0.7]",im alive
148,LE SSERAFIM,62,1,659611,13266160,,,4SpbR6yFEvexJuaBpgAU5p,k-pop,81,8163239,"[0.6, 0.4, 0.9, 0.9, 0.7]",easy
149,Rainie Yang,264,19,86513,13232909,,,0MEchSWR9pJvw1S5CV3Kuk,"mandopop, taiwanese pop, c-pop",53,827775,"[0.3, 0.2, 0.7, 0.7, 0.7]",年輪說
150,Hebe Tien,118,7,211306,13101091,,,14bJhryXGk6H6qlGzwj3W5,"mandopop, c-pop, taiwanese pop",54,1073526,"[0.4, 0.3, 0.5, 0.8, 0.7]",無人知曉
151,李浩瑋 Howard Lee,168,44,151691,13059789,,,7EkkWNWPiWFQ0rA9IEmMXs,"chinese r&b, mandopop, taiwanese pop, chinese hip hop, c-pop, taiwanese indie, chinese indie",50,103903,"[0.7, 0.7, 0.5, 0.8, 0.7]",crush on
153,IVE,109,7,240916,13001060,,,6RHTUrRF63xao58xh9FXYJ,k-pop,72,6326986,"[0.7, 0.7, 0.9, 0.9, 0.6]",love dive
154,告五人,80,14,260964,12924327,,,6xErgeZYatiaQ36SB5bvi8,"taiwanese indie, chinese indie, mandopop, taiwanese pop, c-pop, chinese rock",59,1209202,"[0.5, 0.6, 0.6, 0.7, 0.7]",一念之間
155,Rachel Liang,124,24,149442,12882670,,,4rdSHzO4enUlVxdQeHPGTp,"mandopop, taiwanese pop, c-pop",45,147967,"[0.3, 0.2, 0.5, 0.6, 0.8]",那女孩對我說
156,Sabrina Carpenter,65,12,336838,12721078,,,74KM79TiuVKeVCqs8QtB0B,pop,92,27158290,"[0.7, 0.8, 0.8, 0.9, 0.7]",espresso
157,Lady Gaga,154,1,385368,12662362,,,1HY2Jd0NmPuamShAr6KMms,"art pop, pop",90,42821813,"[0.4, 0.5, 0.7, 0.7, 0.9]",shallow
158,OneRepublic,96,4,244548,12624666,,,5Pwc4xIPtQLFEnJriah9YJ,soft pop,83,18789911,"[0.7, 0.8, 0.8, 0.8, 0.6]",i aint worried
161,Capper,82,8,283547,12496668,,,0NWX8s7X9gtjad7sIB0uba,"chinese hip hop, chinese r&b, c-pop, mandopop",45,50414,"[0.4, 0.3, 0.4, 0.8, 0.7]",雪 Distance
162,en,90,15,176394,12224667,,,6uothxMWeLWIhsGeF7cyo4,"new age, celtic",74,2618072,"[0.3, 0.4, 0.3, 0.7, 0.6]",间距
163,承桓,55,10,344095,12206341,,,3ZYhFl4nztqc9vx35vKdUI,"mandopop, c-pop, chinese r&b, taiwanese pop",56,108187,"[0.6, 0.6, 0.7, 0.9, 0.7]",总会有人
166,Ed Sheeran,94,3,241329,12004697,,,6eUKZXaKkcviH0Ku9w2n3V,soft pop,89,123226405,"[0.8, 0.7, 0.9, 0.9, 0.7]",bad habits
167,瘦子E.SO,101,5,273349,11992239,,,2qXGNIlmY3JrYkxOWyXZsd,"chinese hip hop, mandopop, chinese r&b, taiwanese pop, c-pop",48,320740,"[0.7, 0.8, 0.7, 0.8, 0.6]",太陽
168,JISOO,55,1,713295,11938468,,,6UZ0ba50XreR4TM8u322gs,k-pop,73,7440624,"[0.5, 0.6, 0.9, 0.9, 0.8]",flower
171,JOLIN,148,6,162777,11775207,,,1r9DuPTHiQ7hnRRZ99B8nL,"mandopop, c-pop, taiwanese pop",59,1173703,"[0.8, 0.9, 0.8, 0.8, 0.9]",玫瑰少年
173,ØZI,181,12,134511,11761370,,,7Icsejk4pdIhkq2KO5A0jD,"chinese r&b, chinese hip hop, mandopop, taiwanese pop, taiwanese indie, c-pop, chinese indie",54,229154,"[0.8, 0.7, 0.7, 0.9, 0.8]",bo
174,Shirley Chen,110,6,197569,11752760,,,7hhBMsiz3xH2GHj7tbRpgW,"mandopop, c-pop, taiwanese pop",43,106975,"[0.4, 0.3, 0.4, 0.8, 0.9]",绿色
176,LaLa Hsu,184,80,75653,11657625,,,3dI4Io8XE33J2o04ZwjR0Y,"mandopop, taiwanese pop, c-pop, gufeng",53,637027,"[0.5, 0.6, 0.7, 0.7, 0.9]",你敢不敢
177,Yoga Lin,151,12,176090,11543540,,,1GPoTgvXd5OqZMF1akOsV2,"mandopop, taiwanese pop, c-pop, chinese r&b, cantopop, taiwanese indie",53,710421,"[0.4, 0.7, 0.8, 0.7, 0.9]",兜圈
178,Eric Chou,74,3,302935,11521920,,,5fEQLwq1BWWQNR8GzhOIvi,"mandopop, c-pop, taiwanese pop, chinese r&b",65,1749260,"[0.3, 0.3, 0.8, 0.9, 0.9]",想知道你在想什麼
179,Patrick Brasca,50,1,481786,11499492,,,1xCrrnnj9xif5G0y3ie5dM,"chinese r&b, chinese hip hop, mandopop, c-pop, taiwanese pop",58,175258,"[0.7, 0.2, 0.6, 0.9, 0.8]",i hate myself sometimes
180,BABYMONSTER,61,2,468550,11439666,,,1SIocsqdEefUTE6XKGUiVS,k-pop,75,6026060,"[0.7, 0.6, 0.9, 1.0, 0.9]",forever
181,隊長,130,51,120920,11414920,,,4SpsVETdnMLwPHyOW0FlQz,"chinese r&b, mandopop, c-pop, chinese hip hop",55,263540,"[0.5, 0.4, 0.6, 0.8, 0.8]",哪里都是你
182,Eric Chou,127,11,189173,11324569,,,5fEQLwq1BWWQNR8GzhOIvi,"mandopop, c-pop, taiwanese pop, chinese r&b",65,1749260,"[0.3, 0.4, 0.8, 0.8, 0.9]",愛我的時候
183,JJ Lin,254,1,160025,11128457,,,7Dx7RhX0mFuXhCOUgB01uM,"mandopop, c-pop, taiwanese pop",66,3944309,"[0.5, 0.3, 0.7, 0.7, 0.9]",可惜沒如果
